run,temperature,ece,ece_ts,mce,mce_ts,brier,brier_ts,nll,nll_ts,accuracy
resnet50_seed43,1.75,0.0993,0.0148,0.374,0.239,0.2987,0.2794,0.6771,0.5617,0.8049
