coverage,risk
6.718172657037286e-05,0.0
0.010144440712126302,0.07284768211920534
0.02022169969768223,0.0830564784053156
0.03036614040980853,0.09292035398230092
0.04044339939536446,0.09966777408637872
0.05052065838092039,0.10372340425531912
0.06066509909304669,0.10631229235880402
0.07074235807860262,0.12155745489078817
0.08081961706415855,0.12635078969243563
0.09096405777628486,0.1248153618906942
0.10104131676184078,0.12566489361702127
0.11111857574739671,0.13119709794437728
0.121263016459523,0.13240997229916895
0.13134027544507895,0.14168797953964196
0.14141753443063487,0.1463182897862233
0.15156197514276118,0.14893617021276595
0.1616392341283171,0.1500415627597672
0.17171649311387302,0.1561032863849765
0.18186093382599933,0.15958625785001845
0.19193819281155525,0.16310815540777035
0.2020154517971112,0.16395078150981046
0.21215989250923747,0.16624445851804937
0.22223715149479342,0.17140266021765416
0.23231441048034934,0.1740890688259109
0.24245885119247565,0.17788861180382376
0.25253611017803157,0.18276137270550674
0.2626133691635875,0.18572524942440527
0.2727578098757138,0.19064039408866995
0.28283506886126974,0.192874109263658
0.29291232784682564,0.1951834862385321
0.30305676855895197,0.20039902460651737
0.3131340275445079,0.20574983909032396
0.3232112865300638,0.21139056329245476
0.33335572724219015,0.2154373236598146
0.34343298622774604,0.22163536776212833
0.3535774269398724,0.2261067832034961
0.36365468592542827,0.23018658784407908
0.3737319449109842,0.23440589609922702
0.3838763856231105,0.23783689184459222
0.39395364460866644,0.24198499317871758
0.4040309035942224,0.24575989358164285
0.41417534430634867,0.25060827250608275
0.4242526032919046,0.2547901821060966
0.4343298622774605,0.2573859242072699
0.44447430298958684,0.26027811366384523
0.45455156197514274,0.2636712976647946
0.4646288209606987,0.2673510699826489
0.47477326167282496,0.2722513089005235
0.4848505206583809,0.27532215602050714
0.49492777964393686,0.28003257771141576
0.5050722203560631,0.2846501729183294
0.515149479341619,0.28768909754825245
0.525226738327175,0.29214632898439497
0.5353711790393013,0.2963985443593926
0.5454484380248572,0.30102229338588493
0.5555256970104132,0.30390615552061917
0.5656701377225395,0.30653206650831355
0.5757473967080954,0.3093348891481914
0.5858246556936513,0.3121559633027523
0.5959690964057777,0.3150715815578853
0.6060463553913336,0.3187008092229243
0.6161236143768895,0.3230836331915822
0.6262680550890158,0.3266466423514267
0.6363453140745717,0.3309755067567568
0.6464225730601276,0.3347536894616504
0.6565670137722539,0.3361301545073161
0.6666442727578099,0.3400181396755013
0.6767887134699362,0.34365693865396074
0.6868659724554921,0.346830985915493
0.6969432314410481,0.3491420859841913
0.7070876721531744,0.35258907363420433
0.7171649311387303,0.3556908665105386
0.7272421901242861,0.358891454965358
0.7373866308364125,0.3619715743440233
0.7474638898219684,0.36509077835700166
0.7575411488075243,0.36803831145796384
0.7676855895196506,0.37052594731775623
0.7777628485052066,0.37341280124384557
0.7878401074907625,0.37571416389528434
0.7979845482028888,0.3779255766964136
0.8080618071884448,0.3810276022613901
0.8181390661740007,0.3829857119395631
0.828283506886127,0.3870549111850109
0.838360765871683,0.39049603333600447
0.8484380248572388,0.39385541214664666
0.8585824655693651,0.39749608763693267
0.868659724554921,0.40046403712296985
0.878736983540477,0.4036697247706422
0.8888814242526033,0.40631849444486434
0.8989586832381592,0.4096853747851431
0.9090359422237152,0.41379055502180184
0.9191803829358415,0.4168250255810554
0.9292576419213974,0.42018507807981487
0.9393349009069533,0.42347303676155057
0.9494793416190797,0.4266610061558056
0.9595566006046355,0.4296016243086186
0.9696338595901914,0.43234254832675123
0.9797783003023177,0.43547723532638505
0.9898555592878737,0.4389167910954256
1.0,0.44239166946590525
