coverage,risk
6.718172657037286e-05,0.0
0.010144440712126302,0.16556291390728473
0.02022169969768223,0.22259136212624586
0.03036614040980853,0.2676991150442478
0.04044339939536446,0.27574750830564787
0.05052065838092039,0.30319148936170215
0.06066509909304669,0.30786267995570327
0.07074235807860262,0.32098765432098764
0.08081961706415855,0.3300083125519534
0.09096405777628486,0.3345642540620384
0.10104131676184078,0.33843085106382975
0.11111857574739671,0.3458282950423216
0.121263016459523,0.3462603878116344
0.13134027544507895,0.351918158567775
0.14141753443063487,0.35439429928741095
0.15156197514276118,0.35416666666666663
0.1616392341283171,0.3566084788029925
0.17171649311387302,0.3556338028169014
0.18186093382599933,0.3575914296268933
0.19193819281155525,0.35911795589779494
0.2020154517971112,0.3601596275357499
0.21215989250923747,0.36035465484483853
0.22223715149479342,0.36245465538089483
0.23231441048034934,0.3617698091382302
0.24245885119247565,0.36353560543086727
0.25253611017803157,0.3644586326150572
0.2626133691635875,0.3642875415707342
0.2727578098757138,0.3652709359605911
0.28283506886126974,0.36912114014251785
0.29291232784682564,0.3722477064220183
0.30305676855895197,0.37220128574595435
0.3131340275445079,0.373095902166917
0.3232112865300638,0.3739347329037622
0.33335572724219015,0.37545344619105203
0.34343298622774604,0.3763693270735524
0.3535774269398724,0.3765912977389322
0.36365468592542827,0.37871790134860517
0.3737319449109842,0.38144885852957033
0.3838763856231105,0.38256912845642277
0.39395364460866644,0.38386766712141884
0.4040309035942224,0.38393747921516463
0.41417534430634867,0.3847526358475264
0.4242526032919046,0.3866983372921615
0.4343298622774605,0.38731631863882443
0.44447430298958684,0.38905683192261187
0.45455156197514274,0.3898906296186816
0.4646288209606987,0.3905436668594563
0.47477326167282496,0.3916796377529361
0.4848505206583809,0.3935153110710822
0.49492777964393686,0.3944617890593186
0.5050722203560631,0.39598297419526474
0.515149479341619,0.39814814814814814
0.525226738327175,0.400486057815298
0.5353711790393013,0.4016815158740118
0.5454484380248572,0.40140411380711916
0.5555256970104132,0.4023461119845205
0.5656701377225395,0.4042755344418052
0.5757473967080954,0.4058343057176196
0.5858246556936513,0.40699541284403673
0.5959690964057777,0.4085221508285425
0.6060463553913336,0.4097106750914533
0.6161236143768895,0.4112964780285683
0.6262680550890158,0.4122505900021455
0.6363453140745717,0.4135346283783784
0.6464225730601276,0.4147786323009769
0.6565670137722539,0.417272076128108
0.6666442727578099,0.41942960798145723
0.6767887134699362,0.4214810403017669
0.6868659724554921,0.42429577464788737
0.6969432314410481,0.4270291112396376
0.7070876721531744,0.4290736342042756
0.7171649311387303,0.4314754098360656
0.7272421901242861,0.43362586605080833
0.7373866308364125,0.4350400874635568
0.7474638898219684,0.43780334351968364
0.7575411488075243,0.4383646683221001
0.7676855895196506,0.4393979172136169
0.7777628485052066,0.44113328150643516
0.7878401074907625,0.44325061823143175
0.7979845482028888,0.445276982657013
0.8080618071884448,0.44654140339208515
0.8181390661740007,0.4481031368040729
0.828283506886127,0.4502392732581718
0.838360765871683,0.4520394262360766
0.8484380248572388,0.453400902684298
0.8585824655693651,0.4555555555555556
0.868659724554921,0.4576952822892498
0.878736983540477,0.4592507645259939
0.8888814242526033,0.461189630413423
0.8989586832381592,0.46289514983932445
0.9090359422237152,0.46485847313576234
0.9191803829358415,0.4676216927349802
0.9292576419213974,0.46985251590514754
0.9393349009069533,0.4721069947074811
0.9494793416190797,0.4749168612467275
0.9595566006046355,0.47728068332983264
0.9696338595901914,0.4795953717175916
0.9797783003023177,0.48278935820076796
0.9898555592878737,0.4852042893986698
1.0,0.4884111521666107
