run,split,n,accuracy,balanced_accuracy,precision_macro,recall_macro,specificity_macro,f1_macro,f1_weighted,mcc,cohen_kappa,auroc_macro_ovr,auprc_macro
efficientnet_b3_seed42,external,14885,0.5639234128317098,0.4269347267281351,0.4134244865782413,0.4269347267281351,0.9151753146151587,0.38980798767130115,0.5510158477513819,0.4034531814230114,0.3914806222089725,0.8367539364951483,0.41066688050543554
