run,split,n,accuracy,balanced_accuracy,precision_macro,recall_macro,specificity_macro,f1_macro,f1_weighted,mcc,cohen_kappa,auroc_macro_ovr,auprc_macro
convnext_tiny_seed42,external,14885,0.5561303325495465,0.40890069535707924,0.461035914623317,0.40890069535707924,0.9100925517468319,0.4044294142243185,0.5354929741993347,0.3855711540532068,0.36756943793423213,0.8378886097678722,0.4453449366629821
