run,split,n,accuracy,balanced_accuracy,precision_macro,recall_macro,specificity_macro,f1_macro,f1_weighted,mcc,cohen_kappa,auroc_macro_ovr,auprc_macro
vit_b16_seed42,external,14885,0.5126637554585153,0.35688142711179976,0.38503232204144816,0.35688142711179976,0.908119018627154,0.3558961122459222,0.5189457352724716,0.3419763663911511,0.3356657432380389,0.7838703288403389,0.3463842359317099
