run,split,n,accuracy,balanced_accuracy,precision_macro,recall_macro,specificity_macro,f1_macro,f1_weighted,mcc,cohen_kappa,auroc_macro_ovr,auprc_macro
swin_tiny_seed42,external,14885,0.5580786026200873,0.45287043101484237,0.42539502239376015,0.45287043101484237,0.9153662694107707,0.4058548480955028,0.5575360297791795,0.4009235631403375,0.3922239914812379,0.8477860698543747,0.43974098787901694
